Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,price_per_kg,total_revenue,discountValue
Cooking Essentials,Sugarfree Natural Green Stevia Leaves Zero Calorie,7500,0,2,7500,100,False,100,75000.0,15000,0
Cooking Essentials,Smith & Jones Italian Spices Masala Mix,9900,0,6,9900,75,False,75,132000.0,59400,0
Cooking Essentials,Satyam Nighties Spices  Chilli Bore,8900,10,6,8000,100,False,100,80000.0,48000,900
Cooking Essentials,Weikfield Veg Jelly Crystals - Orange,4500,2,6,4400,90,False,90,48888.88888888888,26400,100
Cooking Essentials,Praakritik Organic Jumbo Rolled Oats,19000,11,6,16900,500,False,500,33800.0,101400,2100
Cooking Essentials,On1y Sea Salt Grinder,8900,0,6,8900,100,False,100,89000.0,53400,0
Cooking Essentials,Delight Nuts Berries Mix ,39900,20,6,31900,200,False,200,159500.0,191400,8000
Cooking Essentials,Everest Kesari Milk Masala,20500,0,6,20500,50,False,20,410000.0,123000,0
Cooking Essentials,Praakritik Organic Ginger Powder,13900,10,6,12500,100,False,100,125000.0,75000,1400
Cooking Essentials,Suhana Mutton Gravy Mix,4500,0,4,4500,80,False,80,56250.0,18000,0
Cooking Essentials,On1y Salad Seasoning Grinder,13900,0,6,13900,45,False,45,308888.88888888893,83400,0
Cooking Essentials,Figaro Pure Olive Oil,32500,8,1,29900,200,False,200,149500.0,29900,2600
Cooking Essentials,Madhur Sugar,6000,6,0,5600,1000,True,1,5600.0,0,400
Cooking Essentials,Amul Fresh Cream,6300,0,0,6300,250,True,250,25200.0,0,0
Cooking Essentials,Madhur Pure And Hygienic Sugar,29500,9,0,26600,5000,True,5,5320.0,0,2900
Cooking Essentials,Satyam Poha Jada,3500,8,0,3200,500,True,500,6400.0,0,300
Cooking Essentials,Aashirvaad Superior MP Whole Wheat Atta,5300,1,0,5200,1000,True,1,5200.0,0,100
Cooking Essentials,Fortune Soyabean Oil,21000,13,0,18100,1000,True,1,18100.0,0,2900
Cooking Essentials,Maggi Masala Ae Magic,5800,6,0,5400,72,True,72,75000.0,0,400
Cooking Essentials,Aashirvaad Iodised Salt ,2200,13,0,1900,1000,True,1,1900.0,0,300
Cooking Essentials,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,True,280,15714.285714285714,0,0
Cooking Essentials,Popular Essentials Phool Makhana (Jumbo Size),15000,14,0,12800,100,True,100,128000.0,0,2200
Cooking Essentials,Aashirvaad Atta With Mutigrains,31500,8,0,28700,5000,True,5,5740.0,0,2800
Cooking Essentials,Tata Sampann Poha,4400,6,0,4100,500,True,500,8200.0,0,300
Cooking Essentials,Fortune Besan Flour,12000,0,0,12000,1000,True,1,12000.0,0,0
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),8000,7,0,7400,500,True,500,14800.0,0,600
Cooking Essentials,Everest Tikhalal Hot & Red Chilly Powder,4700,2,0,4600,100,True,100,46000.0,0,100
Cooking Essentials,Popular Essentials Chia Seeds,5000,2,0,4900,100,True,100,49000.0,0,100
Cooking Essentials,Tata Sampann Unpolished Toor Dal/Arhar Dal,17900,1,0,17700,1000,True,200,17700.0,0,200
Cooking Essentials,Everest Coriander Powder,3200,3,0,3100,100,True,100,31000.0,0,100
Cooking Essentials,Satyam Thin Poha Patla,3800,7,0,3500,500,True,500,7000.0,0,300
Cooking Essentials,Popular Essentials Sona Masouri Raw Rice,7500,0,0,7500,1000,True,1,7500.0,0,0
Cooking Essentials,Tata Sampann High Protien Chana Dal - Split,6400,0,0,6400,500,True,500,12800.0,0,0
Cooking Essentials,Satyam Singdana ,11900,6,0,11100,500,True,500,22200.0,0,800
Cooking Essentials,Tata Sampann Moong Chilka ,8800,6,0,8200,500,True,500,16400.0,0,600
Cooking Essentials,Tata Sampann High Protien Toor Dal - Split,9100,2,0,8900,500,True,500,17800.0,0,200
Cooking Essentials,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,True,20,50000.0,0,0
Cooking Essentials,Everest Chat Masala,6500,9,0,5900,100,True,100,59000.0,0,600
Cooking Essentials,Popular Essentials Black Brown Chana (Un-Polished),5500,9,0,5000,500,True,500,10000.0,0,500
Cooking Essentials,Dabur Ginger Garlic Paste,5000,6,0,4700,200,True,200,23500.0,0,300
Cooking Essentials,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,True,600,17833.333333333332,0,0
Cooking Essentials,Saffola Oats 100 % Natural,1500,0,0,1500,38,True,38,39473.68421052631,0,0
Cooking Essentials,Everest Kashmiri Lal Chilli Powder,31000,10,0,27900,500,True,500,55800.0,0,3100
Cooking Essentials,Popular Essentials Black Raisins Seedless,6000,10,0,5400,100,True,100,54000.0,0,600
Cooking Essentials,Daawat Rozana Super Basmati Rice,7900,0,0,7900,1000,True,1,7900.0,0,0
Cooking Essentials,Everest Cumin Powder (Jeera),3000,3,0,2900,50,True,50,58000.0,0,100
Cooking Essentials,Everest Sambhar Masala,3400,2,0,3300,50,True,50,66000.0,0,100
Cooking Essentials,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,True,70,71428.57142857143,0,0
Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,2000,0,0,2000,100,True,100,20000.0,0,0
Cooking Essentials,Patanjali Cow's Ghee,56500,0,0,56500,1000,True,1,56500.0,0,0
Cooking Essentials,Everest Amchur Powder,4200,2,0,4100,50,True,50,82000.0,0,100
Cooking Essentials,Daawat Super Basmati Rice,18500,8,0,16900,1000,True,1,16900.0,0,1600
Cooking Essentials,Popular Essentials Sabudana,6000,10,0,5400,500,True,500,10800.0,0,600
Cooking Essentials,Popular Essentials Brown Sugar,4000,0,0,4000,500,True,500,8000.0,0,0
Cooking Essentials,Everest Coriander Powder,7000,10,0,6300,200,True,200,31500.0,0,700
Cooking Essentials,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,True,240,18750.0,0,300
Cooking Essentials,Tata Tea Gold,3500,0,0,3500,100,True,200,35000.0,0,0
Cooking Essentials,Daawat Rozana Gold Basmati Rice,9000,1,0,8900,1000,True,1,8900.0,0,100
Cooking Essentials,Top Ramen Masala,9100,9,0,8200,560,True,560,14642.857142857143,0,900
Cooking Essentials,Everest Turmeric Powder,6700,10,0,6000,200,True,200,30000.0,0,700
Cooking Essentials,Popular Essentials Buckwheat Flour (Kuttu Atta),12500,9,0,11300,500,True,500,22600.0,0,1200
Cooking Essentials,Keya Italian Pizza Oregano,10900,11,0,9700,80,True,80,121250.0,0,1200
Cooking Essentials,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,True,500,16000.0,0,8000
Cooking Essentials,Tata Sampann Kala Chana,12500,0,0,12500,1000,True,1,12500.0,0,0
Cooking Essentials,India Gate Basmati Rice,21000,0,0,21000,1000,True,1,21000.0,0,0
Cooking Essentials,24 Mantra Organic Whole Wheat Atta,6400,7,0,5900,1000,True,1,5900.0,0,500
Cooking Essentials,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,True,300,63333.333333333336,0,0
Cooking Essentials,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,True,65,35384.61538461539,0,500
Cooking Essentials,Sugarlite 50% Less Calories Sugar Pouch,9900,40,0,5900,500,True,500,11800.0,0,4000
Cooking Essentials,Popular Essentials Sabja/Basil Seeds,6000,15,0,5100,100,True,100,51000.0,0,900
Cooking Essentials,Patanjali Pure Honey,9500,0,0,9500,250,True,250,38000.0,0,0
Cooking Essentials,Weikfield Falooda Mix - Mango,4900,2,0,4800,200,True,200,24000.0,0,100
Cooking Essentials,Pro Nature Organic Sonamasoori Brown Rice,10200,7,0,9400,1000,True,1,9400.0,0,800
Cooking Essentials,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,True,280,25714.285714285714,0,0
Cooking Essentials,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,True,250,57200.0,0,700
Cooking Essentials,Everest Saffron Kesar,12000,0,0,12000,1,True,0,12000000.0,0,0
Munchies,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,False,70,17142.85714285714,7200,0
Munchies,iD Idli & Dosa Batter ,8000,15,6,6800,1000,False,1,6800.0,40800,1200
Munchies,Tata Salt,2400,0,6,2400,1000,False,1,2400.0,14400,0
Munchies,Arden Eggs White,9700,0,4,9700,696,False,12,13936.781609195401,38800,0
Munchies,Arden Eggs White,6500,15,4,5500,348,False,6,15804.597701149425,22000,1000
Munchies,Fortune Sunlite Refined Sunflower (Pouch),23000,4,6,21900,1000,False,1,21900.0,131400,1100
Munchies,Aashirvaad Superior MP Atta,25000,2,6,24500,5000,False,5,4900.0,147000,500
Munchies,Amul Pure Ghee (Pouch),25500,2,6,24900,500,False,500,49800.0,149400,600
Munchies,Arden Eggs Brown,8500,7,4,7900,348,False,6,22701.149425287356,31600,600
Munchies,Tata Salt Lite,4000,10,6,3600,1000,False,1,3600.0,21600,400
Munchies,Saffola Gold Oil (Pouch),21500,0,6,21500,1000,False,1,21500.0,129000,0
Munchies,Fortune Sunlite Refined Sunflower (Jar),92500,0,6,92500,5000,False,5,18500.0,555000,0
Munchies,Fortune Rice Bran (Pouch),22500,11,6,19900,1000,False,1,19900.0,119400,2600
Munchies,Saffola Active Oil,21000,0,6,21000,1000,False,1,21000.0,126000,0
Munchies,Amul Pure Ghee (Pouch),50500,1,2,49900,1000,False,1,49900.0,99800,600
Munchies,Aashirvaad Atta,46000,13,6,39900,10000,False,10,3990.0,239400,6100
Munchies,Popular Essentials Toor Dal (Un-Polished),16000,6,4,14900,1000,False,1,14900.0,59600,1100
Munchies,Amul Ghee (Tin),52000,2,6,50900,1000,False,1,50900.0,305400,1100
Munchies,Amul Fresh Cream,19700,3,3,19100,1000,False,1,19100.0,57300,600
Munchies,Popular Essentials Pure Jaggery,5000,2,6,4900,450,False,450,10888.888888888889,29400,100
Munchies,Aashirvaad Multigrain Atta,6400,3,2,6200,1000,False,1,6200.0,12400,200
Munchies,Fortune Soyabean Oil,100500,0,6,99900,5000,False,5,19980.0,599400,600
Munchies,Popular Essentials Sunflower Seeds,2500,0,6,2500,50,False,50,50000.0,15000,0
Munchies,Tata Sampann kabuli chana,18500,1,4,18300,1000,False,500,18300.0,73200,200
Munchies,Dhara Groundnut Oil (Pouch),23000,11,6,20300,1000,False,1,20300.0,121800,2700
Munchies,Dhara Health Refined Sun Flower Oil Jar,120000,18,6,98400,5000,False,5,19680.0,590400,21600
Munchies,24 Mantra Organic Jaggery Powder,8000,15,6,6800,500,False,500,13600.0,40800,1200
Munchies,Tata Sampann High Protien Kabuli Chana,9400,0,1,9400,500,False,500,18800.0,9400,0
Munchies,Dhara Kachi Ghani Mustard Oil Jar,125000,8,6,114300,5000,False,5,22860.0,685800,10700
Munchies,D'lecta Dairy Cream,5400,5,6,5100,200,False,200,25500.0,30600,300
Munchies,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,False,60,25000.0,4500,0
Munchies,Dabur Ginger Garlic Paste,2500,8,3,2300,100,False,100,23000.0,6900,200
Munchies,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,False,60,25000.0,9000,0
Munchies,Gowardhan Ghee/Tuppa Jar,31500,1,6,30900,500,False,500,61800.0,185400,600
Munchies,Tata Sampann Unpolished Moong Dal ,9200,4,4,8800,500,False,500,17600.0,35200,400
Munchies,Aashirvaad Select Atta,6400,0,6,6400,1000,False,1,6400.0,38400,0
Munchies,Popular Essentials Misri Dana (Diamond Sugar) ,1500,0,4,1500,100,False,100,15000.0,6000,0
Munchies,Gowardhan Ghee Jar,59800,3,6,57900,1000,False,1,57900.0,347400,1900
Munchies,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,False,70,28571.428571428572,2000,0
Munchies,Popular Essentials Refined Sugar,6000,0,6,6000,1000,False,1,6000.0,36000,0
Munchies,Fortune Kachi Ghani Mustard Oil Bottle,21600,7,6,19900,1000,False,1,19900.0,119400,1700
Munchies,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,False,38,39473.68421052631,9000,0
Munchies,Satyam Puffed Rice Kurmura (R),2300,0,6,2300,200,False,200,11500.0,13800,0
Munchies,Quaker Oats,7900,0,2,7900,400,False,400,19750.0,15800,0
Munchies,Aashirvaad Select Sharbati Atta,31500,10,6,28300,5000,False,5,5660.0,169800,3200
Munchies,Popular Essentials Refined Sugar,29500,10,6,26500,5000,False,5,5300.0,159000,3000
Munchies,Gowardhan Cow Ghee Pouch,57900,10,6,52100,1000,False,1,52100.0,312600,5800
Munchies,Dhara Nourish Refined Sunflower Oil Pouch,21000,5,6,19900,1000,False,1,19900.0,119400,1100
Munchies,Parachute Oil ,4000,7,3,3700,100,False,100,37000.0,11100,300
Munchies,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800,0,6,1800,100,False,100,18000.0,10800,0
Munchies,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,False,200,27000.0,21600,200
Munchies,Saffola Gold (Jar),124000,0,6,124000,5000,False,5,24800.0,744000,0
Munchies,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,False,240,49166.666666666664,35400,200
Munchies,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,False,5,20780.0,623400,1100
Munchies,Arden Desi Eggs,11000,13,4,9500,348,False,6,27298.850574712644,38000,1500
Munchies,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,False,5,9240.0,277200,12300
Munchies,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,False,1,17500.0,87500,0
Munchies,Everest Garam Masala,7800,7,5,7200,100,False,100,72000.0,36000,600
Munchies,Popular Essentials Pumpkin Seeds,9000,16,6,7500,100,False,100,75000.0,45000,1500
Munchies,Fortune Soya Health Refined Soybean Oil,21000,1,2,20600,1000,False,1,20600.0,41200,400
Munchies,Gowardhan Pure Ghee Pouch,29500,4,6,28100,500,False,500,56200.0,168600,1400
Munchies,Popular Essentials Jeera/Cumin Seeds,4000,5,3,3800,100,False,100,38000.0,11400,200
Munchies,Weikfield Baking Soda,3000,3,6,2900,100,False,100,29000.0,17400,100
Munchies,Everest Pav Bhaji Masala,3700,10,4,3300,50,False,50,66000.0,13200,400
Munchies,Tata Sampann Unpolished Chana Dal,9500,6,2,8900,1000,False,500,8900.0,17800,600
Munchies,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,False,400,27250.0,65400,300
Munchies,Pillsbury Chakki Fresh Atta,45000,16,6,37500,10000,False,10,3750.0,225000,7500
Munchies,Everest Chicken Masala,3900,2,1,3800,50,False,50,76000.0,3800,100
Munchies,Dhara Life Refined Ricebran Oil (Pouch),20500,7,6,19000,1000,False,1,19000.0,114000,1500
Munchies,Borges Extra Virgin Olive Oil,40000,25,1,29900,250,False,250,119600.0,29900,10100
Munchies,Everest Shahi Biryani Masala,7000,14,6,6000,50,False,50,120000.0,36000,1000
Munchies,Popular Essentials Californian Almond,35000,28,6,25100,250,False,250,100400.0,150600,9900
Munchies,Popular Essentials Ajwain Whole,2500,0,4,2500,50,False,50,50000.0,10000,0
Munchies,Everest Tikhalal Chilli Powder,23500,9,6,21200,500,False,500,42400.0,127200,2300
Munchies,Popular Essentials Kabuli Chana Regular,8500,9,6,7700,500,False,500,15400.0,46200,800
Munchies,Pillsbury Chakki Fresh Atta,5200,0,4,5200,1000,False,1,5200.0,20800,0
Munchies,Popular Essentials Saunf/Fennel Seeds,4500,2,6,4400,100,False,100,44000.0,26400,100
Munchies,Popular Essentials Bansi Sooji,3500,2,3,3400,500,False,500,6800.0,10200,100
Munchies,Happilo Premium International Queen Kalmi Dates,24500,29,6,17200,200,False,200,86000.0,103200,7300
Munchies,Tata Sampann Unpolished Urad Whole,10100,6,4,9400,500,False,500,18800.0,37600,700
Munchies,Popular Essentials Cashew Split,32500,12,6,28300,250,False,250,113200.0,169800,4200
Munchies,Popular Essentials Chana Dal (Un-Polished),6000,10,6,5400,500,False,500,10800.0,32400,600
Munchies,Tata Sampann Unpolished Rajma (Chitra),13400,6,6,12500,500,False,500,25000.0,75000,900
Munchies,Everest Garam Masala,4200,2,2,4100,50,False,50,82000.0,8200,100
Munchies,Everest Kitchen King Masala,7000,14,2,6000,100,False,100,60000.0,12000,1000
Munchies,24 Mantra Organic Cumin,7000,7,2,6500,100,False,100,65000.0,13000,500
Munchies,Nestle Milkmaid,13200,3,6,12800,400,False,400,32000.0,76800,400
Munchies,Popular Essentials Sona Masouri Steam Rice,6500,9,6,5900,1000,False,1,5900.0,35400,600
Munchies,24 Mantra Organic Tur Dal,26000,20,6,20800,1000,False,1,20800.0,124800,5200
Munchies,Gits Gulab Jamun Instant Dessert Mix,9900,10,6,8900,200,False,200,44500.0,53400,1000
Munchies,Popular Essentials Black Masoor Whole (Un-Polished),6500,10,3,5800,500,False,500,11600.0,17400,700
Munchies,24 Mantra Organic Peanuts,13500,7,1,12500,500,False,500,25000.0,12500,1000
Munchies,Everest Hingraj Powder,9000,10,2,8100,50,False,50,162000.0,16200,900
Munchies,Everest Black Pepper Powder,13500,14,6,11500,100,False,100,115000.0,69000,2000
Munchies,Tata Sampann Masoor Dal Stand,15000,10,4,13400,1000,False,1,13400.0,53600,1600
Munchies,24 Mantra Organic Besan,9500,7,5,8800,500,False,500,17600.0,44000,700
Munchies,Quaker Oats,19900,7,6,18400,1000,False,1,18400.0,110400,1500
Munchies,Saffola Gold Refined Cooking Oil (Jar),48500,7,6,44900,2000,False,2,22450.0,269400,3600
Munchies,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,False,400,52500.0,84000,0
Munchies,24 Mantra Organic Red Poha,7500,8,1,6900,500,False,500,13800.0,6900,600
Munchies,Everest Powder - Tea Masala,9800,9,5,8900,100,False,100,89000.0,44500,900
Munchies,Tata Sampann Urad Dal Split,9400,4,6,9000,500,False,500,18000.0,54000,400
Munchies,Popular Essentials Idli Sooji ,3000,6,6,2800,500,False,500,5600.0,16800,200
Munchies,Popular Essentials Dessicated Coconut,9500,9,6,8600,200,False,200,43000.0,51600,900
Munchies,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,16538.46153846154,12900,1700
Munchies,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,16000.0,48000,8000
Munchies,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,33333.333333333336,12000,500
Munchies,Satyam Khobra,11300,10,5,10100,200,False,200,50500.0,50500,1200
Munchies,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,False,500,42000.0,63000,500
Munchies,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,False,500,50000.0,75000,0
Munchies,24 Mantra Organic Green Moong Dal - Split,13500,0,2,13500,500,False,500,27000.0,27000,0
Munchies,Weikfield Vanilla Flavoured Custard Powder,3700,0,6,3700,100,False,100,37000.0,22200,0
Munchies,Tata Sampann Moong Dal Split,18000,1,5,17800,1000,False,200,17800.0,89000,200
Munchies,Tata Sampann Kala Chana,6400,0,5,6400,500,False,500,12800.0,32000,0
Munchies,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,False,200,25000.0,10000,0
Munchies,24 Mantra Bura Sugar (Demerara),8000,10,6,7200,500,False,500,14400.0,43200,800
Munchies,Popular Essentials Green Cardamom (Elaichi),20000,1,6,19800,50,False,50,396000.0,118800,200
Munchies,Hershey's Syrup Delicious Strawberry,9500,0,1,9500,200,False,200,47500.0,9500,0
Munchies,Popular Essentials Anjeer,19000,11,4,16900,100,False,100,169000.0,67600,2100
Munchies,Popular Essentials Mustard Seeds Rai Small,2000,0,2,2000,100,False,100,20000.0,4000,0
Munchies,Weikfield Baking Powder,3300,3,6,3200,100,False,100,32000.0,19200,100
Munchies,Dabur Honey Squeezy,18500,9,6,16700,225,False,225,74222.22222222223,100200,1800
Munchies,Tata Sampann High Protein Kali Urad,9100,14,6,7800,500,False,500,15600.0,46800,1300
Munchies,Everest Kitchen King Masala,3700,2,6,3600,50,False,50,72000.0,21600,100
Munchies,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,16000.0,48000,8000
Munchies,TilSona Til Oil,18000,10,2,16200,500,False,500,32400.0,32400,1800
Munchies,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,19285.714285714286,5400,600
Munchies,Everest Chaat Masala,3500,2,1,3400,50,False,50,68000.0,3400,100
Munchies,Keya Wonder Red Hot Chilli Flakes,8900,10,2,8000,40,False,40,200000.0,16000,900
Munchies,Popular Essentials White Peas (Un-Polished),8000,10,5,7200,500,False,500,14400.0,36000,800
Munchies,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,73333.33333333333,8800,0
Munchies,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,False,5,20700.0,621000,1500
Munchies,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,False,165,56969.69696969697,56400,500
Munchies,Hershey's Caramel Syrup,23000,0,1,23000,623,False,623,36918.138041733546,23000,0
Munchies,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,False,1,5600.0,16800,400
Munchies,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,49166.666666666664,23600,200
Munchies,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,False,200,21500.0,25800,0
Munchies,MTR 3 Min Poha,2500,0,6,2500,60,False,60,41666.666666666664,15000,0
Munchies,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,25000.0,7500,0
Munchies,Everest Pav Bhaji Masala,7000,0,2,7000,100,False,100,70000.0,14000,0
Munchies,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,False,680,32905.296950240765,123000,1500
Munchies,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,False,200,23000.0,18400,900
Munchies,24 Mantra Red Chilly Whole,7000,7,1,6500,100,False,100,65000.0,6500,500
Munchies,Dabur Honey - World's No.1,12000,0,6,12000,250,False,250,48000.0,72000,0
Munchies,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,False,200,19500.0,23400,100
Munchies,24 Mantra Organic Wheat Daliya ,4800,2,2,4700,500,False,500,9400.0,9400,100
