Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,price_per_kg,total_revenue,discountValue
Munchies,Popular Essentials Fried Gram (Bengal Gram),7000,10,6,6300,500,False,500,12600.0,37800,700
Munchies,Gits Jalebi with Maker Dessert Mix,7500,16,6,6300,100,False,100,63000.0,37800,1200
Munchies,Popular Essentials Soya Beans ,8000,6,6,7500,500,False,500,15000.0,45000,500
Munchies,24 Mantra Organic Roasted Bengal Gram Dal,10500,7,6,9700,500,False,500,19400.0,58200,800
Munchies,Keya Italian Seasoning,10900,10,6,9800,35,False,35,280000.0,58800,1100
Munchies,MTR Idli/Dosa/Chilly Chutney Powder,11500,0,3,11500,200,False,200,57500.0,34500,0
Munchies,Delight Nuts Trail Mix ,39900,25,6,29900,200,False,200,149500.0,179400,10000
Munchies,Praakritik Organic Chilka Moong Dal,12000,10,6,10800,500,False,500,21600.0,64800,1200
Munchies,Smith & Jones Garlic & Herbs Masala Mix,9900,0,6,9900,75,False,75,132000.0,59400,0
Munchies,Eastern Tamarind,6300,0,6,6300,200,False,200,31500.0,37800,0
Munchies,Tong Garden Wasabi Coated Greenpeas Tin,20000,11,6,17800,180,False,180,98888.88888888889,106800,2200
Munchies,Flying Bird Pineapple Artifical Food Essence,5000,2,6,4900,20,False,20,245000.0,29400,100
Munchies,Mother's Recipe Tamarind Paste,5000,2,2,4900,200,False,200,24500.0,9800,100
Munchies,Japanese Choice Udon Noodles,29500,9,6,26600,250,False,250,106400.0,159600,2900
Munchies,Pantai Coconut Milk,15000,0,4,15000,400,False,400,37500.0,60000,0
Munchies,Praakritik Organic Masoor Dal,13000,10,6,11600,500,False,500,23200.0,69600,1400
Munchies,Popular Essentials Classic Sona Masuri Rice,43000,10,6,38700,5000,False,5,7740.0,232200,4300
Munchies,Popular Essentials Salted Murmure ,7000,18,6,5700,400,False,400,14250.0,34200,1300
Munchies,Oleev Active Oil (Pouch),26500,9,6,23900,1000,False,1,23900.0,143400,2600
Munchies,Delight Nuts Dried Blueberries ,54000,20,6,43200,150,False,150,288000.0,259200,10800
Munchies,Popular Essentials Double Beans White,6000,10,6,5400,250,False,250,21600.0,32400,600
Munchies,Delight Nuts Almond Natural ,34900,20,6,27900,200,False,200,139500.0,167400,7000
Munchies,Praakritik Organic Jaggery,16000,6,6,15000,900,False,900,16666.666666666668,90000,1000
Munchies,Praakritik Organic Raw Sugar,9000,6,6,8400,500,False,500,16800.0,50400,600
Munchies,MTR Masala - Sambar Powder,11500,0,4,11500,200,False,200,57500.0,46000,0
Munchies,RRO Til Dil Premium Til Oil Bottle,17300,6,6,16200,500,False,500,32400.0,97200,1100
Munchies,ITC Master Chef Vegetable Biryani Cooking Paste,7500,30,5,5200,80,False,80,65000.0,26000,2300
Munchies,Jivana Jaggery,10000,0,2,10000,950,False,950,10526.315789473685,20000,0
Munchies,Praakritik Organic Besan,17000,6,6,15900,500,False,500,31800.0,95400,1100
Munchies,MTR Instant Gulab Jamun Mix,19500,9,6,17600,500,False,500,35200.0,105600,1900
Munchies,Maggi Magic Cubes Extra Chicken,19900,0,2,19900,240,False,240,82916.66666666667,39800,0
Munchies,On1y Mixed Herbs,9900,0,6,9900,14,False,14,707142.8571428572,59400,0
Munchies,Popular Essentials Urad Gola Black (Un-Polished),8000,10,6,7200,500,False,500,14400.0,43200,800
Munchies,Gits Dessert Mix China Grass Bombay Halwa,5500,0,4,5500,80,False,80,68750.0,22000,0
Munchies,Praakritik Organic Basmati Rice,17000,0,5,17000,500,False,500,34000.0,85000,0
Munchies,Ceres Foods Nalli Nihari Instant Liquid Masala,22000,50,6,11000,200,False,200,55000.0,66000,11000
Munchies,Borges Canola Oil Pet Bottle,39900,0,6,39900,1000,False,1,39900.0,239400,0
Munchies,Suhana Biryani Masala,6600,0,6,6600,50,False,50,132000.0,39600,0
Munchies,On1y Black Salt Grinder,9900,0,6,9900,100,False,100,99000.0,59400,0
Munchies,Popular Essentials Nylon Til,4000,2,6,3900,100,False,100,39000.0,23400,100
Munchies,Pillsbury Rich Choco Oven Cake Mix - Egg Free,17000,6,6,15900,270,False,270,58888.88888888888,95400,1100
Munchies,Weikfield Tomato Salsa Instant Pasta,2500,0,1,2500,77,False,77,32467.532467532466,2500,0
Munchies,Praakritik Organic Jowar Atta,11000,6,6,10300,500,False,500,20600.0,61800,700
Munchies,Sugarfree Gold Low Calorie Sweetner ,27000,7,6,25100,50,False,50,502000.0,150600,1900
Munchies,Epicurea Thai Jasmine Rice,29500,0,4,29500,500,False,500,59000.0,118000,0
Munchies,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,False,400,62500.0,125000,0
Munchies,RRO Primio Refined Groundnut (Jar),49000,11,6,43600,2000,False,2,21800.0,261600,5400
Munchies,Praakritik Organic Tuvar Dal,14000,0,6,14000,500,False,500,28000.0,84000,0
Munchies,Sugarfree Gold Low Calorie Sweetner,18500,5,3,17500,300,False,300,58333.333333333336,52500,1000
Munchies,Cantina Beans Mexican Beans,25000,14,6,21300,410,False,410,51951.21951219512,127800,3700
Munchies,Pillsbury Oven Cake Mix - Vanilla,17500,10,6,15600,225,False,225,69333.33333333333,93600,1900
Munchies,Hershey's Chocolate Milk Booster,20000,0,6,20000,450,False,450,44444.444444444445,120000,0
Munchies,Popular Essentials Byadagi Chilli Stemless,8000,0,6,8000,100,False,100,80000.0,48000,0
Munchies,Suhana Spice Mix - Chicken Biryani,6600,0,6,6600,50,False,50,132000.0,39600,0
